city,industry,role,experience_years,salary_lpa,primary_ai_tool,ai_adopted
Hyderabad,E-commerce,AI Engineer,9,23.8,Azure AI,1
Bangalore,Finance,AI Researcher,3,15.28,AWS AI,1
Hyderabad,Manufacturing,AI Researcher,9,31.25,Scikit-learn,0
Bangalore,Finance,AI Engineer,8,21.46,ChatGPT,1
Hyderabad,EdTech,Data Analyst,2,7.16,TensorFlow,1
Pune,Manufacturing,Data Scientist,11,27.12,AWS AI,1
Hyderabad,E-commerce,AI Researcher,9,29.9,TensorFlow,0
Hyderabad,Finance,AI Researcher,6,23.92,Scikit-learn,1
Delhi,E-commerce,Data Analyst,2,9.92,AWS AI,1
Hyderabad,Manufacturing,Data Analyst,1,5.86,TensorFlow,1
Mumbai,Healthcare,AI Researcher,10,30.39,AWS AI,0
Pune,Healthcare,AI Engineer,4,12.53,PyTorch,0
Pune,IT,AI Researcher,6,20.65,PyTorch,0
Mumbai,Manufacturing,ML Engineer,0,7.81,TensorFlow,1
Hyderabad,Manufacturing,ML Engineer,2,11.52,Scikit-learn,0
Bangalore,E-commerce,Data Scientist,1,8.16,Scikit-learn,0
Pune,Manufacturing,ML Engineer,1,11.09,ChatGPT,1
Delhi,Manufacturing,AI Engineer,4,13.15,Azure AI,1
Bangalore,Finance,Data Analyst,8,21.25,TensorFlow,1
Hyderabad,EdTech,Data Analyst,4,14.11,TensorFlow,1
Pune,Manufacturing,ML Engineer,5,16.9,Azure AI,0
Bangalore,Finance,Data Analyst,6,17.01,AWS AI,1
Delhi,Manufacturing,Data Analyst,11,28.64,TensorFlow,0
Pune,Manufacturing,ML Engineer,2,11.63,Azure AI,0
Mumbai,Finance,Data Scientist,6,16.09,Scikit-learn,0
Hyderabad,Finance,ML Engineer,11,30.05,TensorFlow,1
Bangalore,E-commerce,ML Engineer,10,25.19,AWS AI,1
Bangalore,EdTech,Data Scientist,6,16.04,TensorFlow,1
Pune,Manufacturing,ML Engineer,2,13.39,TensorFlow,1
Hyderabad,IT,AI Researcher,7,23.42,PyTorch,1
Bangalore,EdTech,Data Analyst,9,23.83,ChatGPT,0
Mumbai,Manufacturing,ML Engineer,2,9.7,ChatGPT,0
Bangalore,Finance,AI Researcher,1,6.32,ChatGPT,1
Mumbai,Finance,AI Researcher,9,25.87,TensorFlow,1
Hyderabad,E-commerce,AI Engineer,1,5.61,TensorFlow,1
Delhi,Finance,Data Analyst,5,15.47,Scikit-learn,0
Bangalore,EdTech,Data Analyst,7,17.92,Azure AI,1
Delhi,Finance,Data Analyst,9,21.1,Scikit-learn,1
Chennai,IT,AI Researcher,3,16.64,Scikit-learn,0
Pune,EdTech,AI Researcher,9,27.81,ChatGPT,1
Mumbai,Manufacturing,AI Researcher,7,23.51,Azure AI,1
Bangalore,E-commerce,AI Researcher,7,20.98,ChatGPT,1
Chennai,E-commerce,Data Analyst,5,13.2,PyTorch,0
Delhi,Manufacturing,AI Researcher,1,10.74,PyTorch,1
Bangalore,IT,AI Researcher,3,10.22,Azure AI,1
Pune,EdTech,AI Engineer,9,24.3,PyTorch,0
Chennai,E-commerce,Data Analyst,9,24.62,TensorFlow,0
Pune,Healthcare,Data Scientist,3,8.12,ChatGPT,1
Mumbai,Manufacturing,AI Engineer,1,5.95,ChatGPT,1
Delhi,E-commerce,Data Analyst,8,18.77,TensorFlow,1
Delhi,Finance,AI Researcher,3,15.93,ChatGPT,0
Mumbai,Manufacturing,Data Scientist,9,21.78,TensorFlow,1
Chennai,Manufacturing,Data Scientist,9,22.73,AWS AI,0
Bangalore,Manufacturing,Data Scientist,10,21.93,PyTorch,1
Hyderabad,Finance,Data Scientist,6,18.08,ChatGPT,1
Chennai,E-commerce,Data Analyst,10,24.7,PyTorch,1
Bangalore,Finance,ML Engineer,5,18.64,Scikit-learn,0
Delhi,Manufacturing,AI Researcher,6,23.98,Azure AI,0
Pune,EdTech,Data Analyst,6,16.57,ChatGPT,1
Hyderabad,E-commerce,AI Researcher,2,13.41,Scikit-learn,1
Hyderabad,EdTech,Data Scientist,11,26.51,Scikit-learn,1
Bangalore,EdTech,AI Researcher,1,11.96,Azure AI,1
Hyderabad,Healthcare,AI Engineer,9,22.59,Azure AI,0
Pune,IT,Data Scientist,11,25.31,ChatGPT,0
Chennai,E-commerce,Data Scientist,9,21.83,Azure AI,1
Pune,Healthcare,AI Engineer,10,25.79,ChatGPT,1
Chennai,IT,ML Engineer,11,30.53,ChatGPT,1
Pune,EdTech,AI Researcher,10,31.95,TensorFlow,1
Mumbai,IT,AI Researcher,8,26.24,ChatGPT,1
Bangalore,EdTech,AI Researcher,9,25.91,AWS AI,0
Hyderabad,EdTech,Data Analyst,3,6.7,TensorFlow,1
Bangalore,IT,AI Engineer,6,15.4,Azure AI,1
Delhi,Healthcare,ML Engineer,2,9.47,Scikit-learn,1
Bangalore,EdTech,ML Engineer,10,31.71,TensorFlow,0
Hyderabad,EdTech,Data Scientist,10,24.04,Scikit-learn,1
Pune,Finance,Data Analyst,4,11.96,TensorFlow,1
Bangalore,Manufacturing,ML Engineer,11,29.4,PyTorch,0
Hyderabad,E-commerce,Data Scientist,0,3.3,Azure AI,1
Pune,E-commerce,AI Engineer,10,21.18,Scikit-learn,0
Mumbai,Manufacturing,AI Researcher,0,6.57,Scikit-learn,1
Delhi,Healthcare,Data Analyst,10,25.06,ChatGPT,1
Chennai,Healthcare,ML Engineer,11,28.49,ChatGPT,1
Mumbai,Finance,AI Engineer,7,18.52,Azure AI,1
Delhi,Healthcare,Data Analyst,3,12.44,AWS AI,1
Pune,Manufacturing,Data Analyst,6,16.34,Scikit-learn,1
Delhi,Manufacturing,Data Scientist,8,21.16,Scikit-learn,1
Delhi,Manufacturing,ML Engineer,1,10.33,Scikit-learn,1
Delhi,Manufacturing,Data Scientist,3,12.52,TensorFlow,1
Chennai,Finance,AI Engineer,9,26.06,Scikit-learn,1
Mumbai,Manufacturing,ML Engineer,5,14.56,AWS AI,1
Hyderabad,EdTech,AI Researcher,2,12.51,ChatGPT,1
Bangalore,E-commerce,ML Engineer,7,21.24,AWS AI,1
Mumbai,EdTech,Data Scientist,9,21.64,PyTorch,0
Hyderabad,IT,Data Analyst,5,14.55,Azure AI,0
Hyderabad,IT,AI Engineer,5,17.04,Azure AI,1
Bangalore,IT,Data Scientist,10,23.89,TensorFlow,0
Hyderabad,E-commerce,ML Engineer,3,12.68,PyTorch,1
Delhi,E-commerce,AI Engineer,5,13.81,Azure AI,1
Bangalore,IT,AI Researcher,6,23.8,Azure AI,1
Pune,Healthcare,ML Engineer,7,22.95,PyTorch,0
Chennai,EdTech,AI Engineer,9,21.71,TensorFlow,1
Bangalore,E-commerce,AI Engineer,1,3.07,ChatGPT,0
Bangalore,EdTech,Data Analyst,8,20.83,PyTorch,0
Chennai,E-commerce,AI Engineer,6,14.01,ChatGPT,1
Pune,IT,AI Researcher,0,11.83,Scikit-learn,0
Pune,EdTech,AI Researcher,1,12.19,AWS AI,1
Mumbai,E-commerce,ML Engineer,9,25.35,TensorFlow,0
Pune,IT,AI Engineer,5,21.19,PyTorch,1
Pune,E-commerce,AI Researcher,11,29.07,Azure AI,0
Chennai,EdTech,AI Researcher,9,27.19,Scikit-learn,1
Bangalore,EdTech,AI Engineer,9,21.77,AWS AI,1
Pune,E-commerce,Data Analyst,2,11.92,PyTorch,0
Mumbai,IT,AI Engineer,9,22.64,Azure AI,1
Mumbai,Healthcare,ML Engineer,5,20.66,Scikit-learn,1
Chennai,E-commerce,AI Engineer,8,23.64,PyTorch,0
Delhi,EdTech,ML Engineer,1,10.28,ChatGPT,1
Delhi,Finance,AI Researcher,11,30.67,Scikit-learn,1
Mumbai,Finance,Data Scientist,4,14.28,Azure AI,1
Delhi,Manufacturing,AI Researcher,4,17.5,Scikit-learn,0
Pune,Healthcare,AI Engineer,4,13.86,Azure AI,1
Delhi,Manufacturing,ML Engineer,10,26.57,PyTorch,0
Chennai,EdTech,AI Engineer,8,19.53,PyTorch,1
Delhi,Manufacturing,Data Analyst,4,8.96,TensorFlow,1
Hyderabad,E-commerce,ML Engineer,8,25.66,Azure AI,0
Pune,Manufacturing,Data Scientist,5,16.85,Scikit-learn,0
Mumbai,EdTech,Data Scientist,4,9.44,TensorFlow,1
Hyderabad,E-commerce,AI Engineer,0,5.68,Azure AI,1
Chennai,Finance,ML Engineer,6,18.26,ChatGPT,1
Delhi,Finance,Data Scientist,10,24.31,Scikit-learn,1
Delhi,Finance,AI Researcher,2,16.18,TensorFlow,1
Hyderabad,E-commerce,AI Researcher,11,30.6,ChatGPT,0
Mumbai,Manufacturing,Data Scientist,10,26.26,Scikit-learn,0
Mumbai,E-commerce,ML Engineer,0,6.73,Scikit-learn,1
Bangalore,Finance,Data Scientist,10,25.9,PyTorch,1
Hyderabad,Healthcare,AI Engineer,9,22.44,Azure AI,1
Delhi,Finance,AI Engineer,9,20.94,PyTorch,1
Delhi,IT,Data Scientist,11,24.91,Azure AI,1
Hyderabad,Finance,Data Scientist,1,4.35,Azure AI,1
Bangalore,E-commerce,AI Researcher,11,33.09,PyTorch,1
Mumbai,Manufacturing,Data Analyst,5,17.72,PyTorch,1
Hyderabad,E-commerce,AI Researcher,4,17.29,Scikit-learn,1
Chennai,Finance,ML Engineer,4,18.69,Azure AI,0
Chennai,Finance,AI Researcher,11,29.48,Azure AI,1
Chennai,Manufacturing,AI Engineer,11,28.0,PyTorch,1
Mumbai,E-commerce,ML Engineer,9,24.24,TensorFlow,0
Hyderabad,EdTech,AI Engineer,2,8.56,AWS AI,1
Bangalore,Finance,AI Researcher,2,15.53,TensorFlow,1
Delhi,IT,Data Scientist,10,24.04,AWS AI,1
Chennai,Finance,Data Scientist,1,11.59,Azure AI,1
Mumbai,Manufacturing,ML Engineer,3,12.19,PyTorch,1
Delhi,Finance,AI Researcher,9,27.81,TensorFlow,0
Hyderabad,EdTech,Data Scientist,9,26.46,Scikit-learn,1
Pune,IT,AI Researcher,4,16.33,TensorFlow,0
Bangalore,EdTech,ML Engineer,2,13.62,AWS AI,0
Chennai,E-commerce,AI Engineer,1,5.83,ChatGPT,1
Delhi,Finance,Data Analyst,6,19.53,Azure AI,1
Hyderabad,Finance,ML Engineer,9,27.75,PyTorch,1
Chennai,Healthcare,AI Researcher,1,9.83,Azure AI,0
Chennai,Healthcare,AI Researcher,8,26.0,Scikit-learn,1
Delhi,Finance,Data Analyst,9,26.46,TensorFlow,0
Chennai,E-commerce,Data Analyst,7,16.05,AWS AI,0
Delhi,IT,AI Engineer,1,5.25,ChatGPT,0
Mumbai,EdTech,Data Scientist,7,21.3,PyTorch,1
Delhi,Finance,AI Engineer,7,16.66,Azure AI,1
Mumbai,EdTech,Data Scientist,8,25.55,PyTorch,0
Delhi,E-commerce,ML Engineer,6,19.02,Azure AI,1
Chennai,EdTech,AI Researcher,9,25.87,Scikit-learn,1
Chennai,Finance,Data Scientist,6,14.11,Azure AI,1
Bangalore,Manufacturing,Data Scientist,9,22.88,TensorFlow,1
Hyderabad,Finance,ML Engineer,1,11.27,ChatGPT,1
Hyderabad,Healthcare,ML Engineer,9,29.23,AWS AI,1
Delhi,EdTech,ML Engineer,6,19.85,PyTorch,0
Bangalore,EdTech,ML Engineer,3,15.52,TensorFlow,1
Mumbai,Manufacturing,AI Engineer,1,5.29,ChatGPT,1
Hyderabad,E-commerce,Data Scientist,1,7.07,Azure AI,1
Pune,Finance,Data Analyst,8,22.39,Scikit-learn,0
Pune,Healthcare,AI Researcher,1,14.21,AWS AI,1
Chennai,E-commerce,ML Engineer,6,18.65,TensorFlow,1
Mumbai,Finance,Data Scientist,9,21.51,TensorFlow,1
Delhi,IT,ML Engineer,2,12.62,AWS AI,1
Pune,Healthcare,Data Scientist,8,19.23,TensorFlow,0
Mumbai,Finance,Data Analyst,6,18.91,Scikit-learn,0
Delhi,Manufacturing,Data Analyst,6,16.92,AWS AI,1
Bangalore,Manufacturing,Data Scientist,4,9.05,AWS AI,0
Mumbai,IT,Data Analyst,11,29.17,TensorFlow,1
Delhi,EdTech,AI Engineer,10,25.24,Scikit-learn,1
Chennai,E-commerce,AI Researcher,3,14.89,TensorFlow,0
Bangalore,IT,ML Engineer,8,21.62,PyTorch,1
Bangalore,IT,Data Analyst,2,8.9,PyTorch,1
Chennai,Healthcare,ML Engineer,4,13.27,Scikit-learn,1
Delhi,E-commerce,Data Scientist,4,14.4,Scikit-learn,1
Hyderabad,IT,Data Analyst,3,10.74,TensorFlow,0
Hyderabad,Healthcare,AI Researcher,1,12.16,TensorFlow,1
Delhi,IT,AI Researcher,0,11.56,TensorFlow,1
Hyderabad,Healthcare,AI Researcher,9,26.07,TensorFlow,1
Bangalore,EdTech,AI Researcher,6,22.03,ChatGPT,1
Delhi,Manufacturing,Data Scientist,10,23.05,Azure AI,1
Chennai,Manufacturing,AI Researcher,2,7.45,ChatGPT,1
Bangalore,EdTech,Data Scientist,1,5.36,AWS AI,1
Bangalore,E-commerce,AI Engineer,10,26.27,TensorFlow,0
Mumbai,Finance,AI Engineer,4,17.78,Azure AI,1
Hyderabad,Healthcare,AI Engineer,0,9.3,ChatGPT,1
Bangalore,IT,Data Analyst,10,28.67,AWS AI,1
Pune,Manufacturing,Data Scientist,3,12.32,PyTorch,1
Bangalore,EdTech,Data Scientist,6,15.14,AWS AI,1
Chennai,Finance,Data Scientist,9,23.61,PyTorch,1
Chennai,E-commerce,Data Scientist,9,22.5,TensorFlow,0
Delhi,Manufacturing,AI Engineer,5,16.36,TensorFlow,1
Mumbai,E-commerce,Data Analyst,8,20.6,AWS AI,1
Mumbai,IT,AI Researcher,2,13.48,Scikit-learn,1
Mumbai,EdTech,Data Analyst,2,7.26,Azure AI,1
Delhi,Manufacturing,AI Engineer,1,6.6,PyTorch,1
Delhi,Healthcare,Data Analyst,10,23.24,Azure AI,0
Bangalore,Healthcare,ML Engineer,1,9.85,PyTorch,1
Pune,Manufacturing,AI Engineer,11,26.26,Scikit-learn,1
Hyderabad,E-commerce,AI Researcher,8,25.83,TensorFlow,1
Hyderabad,Manufacturing,Data Analyst,4,17.2,ChatGPT,0
Mumbai,IT,AI Researcher,2,11.33,ChatGPT,1
Hyderabad,E-commerce,AI Engineer,1,9.02,Scikit-learn,0
Hyderabad,Manufacturing,AI Researcher,1,11.37,Scikit-learn,0
Chennai,Healthcare,AI Engineer,5,14.52,TensorFlow,0
Delhi,E-commerce,ML Engineer,7,20.09,Scikit-learn,0
Pune,Finance,Data Analyst,11,27.74,PyTorch,1
Delhi,Manufacturing,Data Analyst,2,6.97,Azure AI,1
Hyderabad,EdTech,AI Engineer,3,7.63,ChatGPT,1
Hyderabad,Manufacturing,ML Engineer,7,22.76,Scikit-learn,0
Chennai,E-commerce,ML Engineer,4,15.11,TensorFlow,1
Delhi,Finance,Data Analyst,8,21.0,Scikit-learn,0
Mumbai,EdTech,AI Engineer,11,26.64,AWS AI,0
Bangalore,EdTech,ML Engineer,2,6.67,TensorFlow,0
Mumbai,Healthcare,Data Scientist,11,27.02,TensorFlow,1
Chennai,IT,AI Engineer,2,12.07,TensorFlow,1
Pune,IT,AI Engineer,5,17.24,TensorFlow,1
Chennai,Finance,Data Analyst,1,8.97,ChatGPT,1
Delhi,E-commerce,ML Engineer,0,5.2,Azure AI,1
Mumbai,IT,Data Analyst,0,7.77,PyTorch,1
Bangalore,Manufacturing,AI Researcher,7,24.38,ChatGPT,0
Chennai,Finance,AI Engineer,8,23.02,AWS AI,0
Mumbai,IT,AI Engineer,7,16.58,AWS AI,1
Hyderabad,IT,AI Researcher,5,17.06,ChatGPT,1
Bangalore,IT,AI Researcher,3,13.25,Scikit-learn,0
Mumbai,IT,ML Engineer,4,15.56,Azure AI,1
Bangalore,IT,ML Engineer,8,24.14,ChatGPT,1
Pune,Finance,ML Engineer,11,30.63,AWS AI,1
Chennai,E-commerce,Data Scientist,7,22.56,Azure AI,0
Mumbai,E-commerce,AI Engineer,7,21.69,Scikit-learn,0
Mumbai,IT,AI Researcher,5,22.59,TensorFlow,1
Delhi,IT,Data Analyst,10,24.42,ChatGPT,1
Bangalore,E-commerce,Data Analyst,6,19.98,ChatGPT,1
Bangalore,E-commerce,Data Analyst,1,8.04,TensorFlow,1
Bangalore,EdTech,AI Engineer,8,23.37,Azure AI,1
Hyderabad,Healthcare,ML Engineer,4,16.46,ChatGPT,1
Chennai,EdTech,AI Engineer,6,18.8,Azure AI,1
Bangalore,Finance,Data Scientist,5,16.62,Scikit-learn,0
Delhi,EdTech,Data Analyst,10,27.76,ChatGPT,1
Chennai,Manufacturing,Data Analyst,1,7.21,Azure AI,0
Hyderabad,E-commerce,ML Engineer,3,14.6,Scikit-learn,0
Delhi,Manufacturing,ML Engineer,8,24.54,TensorFlow,1
Delhi,Manufacturing,AI Engineer,3,11.76,AWS AI,0
Chennai,Finance,ML Engineer,4,18.61,Scikit-learn,1
Bangalore,E-commerce,ML Engineer,10,26.97,Azure AI,1
Mumbai,EdTech,Data Analyst,10,23.01,AWS AI,0
Hyderabad,Healthcare,AI Engineer,7,19.27,AWS AI,1
Mumbai,Manufacturing,ML Engineer,1,9.97,Scikit-learn,1
Bangalore,Manufacturing,ML Engineer,6,21.01,AWS AI,1
Hyderabad,Finance,Data Scientist,7,17.14,ChatGPT,0
Mumbai,Finance,Data Scientist,11,28.52,PyTorch,1
Mumbai,IT,AI Researcher,1,10.47,Scikit-learn,1
Chennai,Manufacturing,AI Engineer,9,23.14,PyTorch,1
Chennai,E-commerce,Data Analyst,1,4.94,Azure AI,1
Pune,Healthcare,ML Engineer,2,12.09,PyTorch,1
Bangalore,IT,ML Engineer,7,24.51,Scikit-learn,0
Bangalore,E-commerce,Data Scientist,6,16.94,Azure AI,0
Pune,Manufacturing,Data Scientist,7,19.16,ChatGPT,1
Bangalore,E-commerce,AI Engineer,7,16.67,PyTorch,1
Bangalore,E-commerce,Data Analyst,3,10.33,TensorFlow,1
Mumbai,Finance,Data Scientist,1,7.28,Scikit-learn,0
Pune,EdTech,AI Researcher,1,11.15,TensorFlow,0
Delhi,IT,AI Researcher,10,32.12,PyTorch,1
Bangalore,IT,ML Engineer,10,25.56,Azure AI,1
Bangalore,IT,Data Scientist,6,17.84,ChatGPT,1
Pune,EdTech,ML Engineer,1,6.14,Scikit-learn,0
Bangalore,Manufacturing,ML Engineer,2,10.65,PyTorch,1
Pune,IT,AI Researcher,3,16.47,TensorFlow,1
Hyderabad,Manufacturing,Data Analyst,4,14.91,Scikit-learn,0
Hyderabad,IT,AI Researcher,5,22.45,AWS AI,0
Chennai,Manufacturing,AI Researcher,0,8.43,Scikit-learn,1
Delhi,Manufacturing,AI Engineer,7,18.26,AWS AI,1
Delhi,EdTech,AI Researcher,0,10.43,PyTorch,1
Chennai,Healthcare,AI Engineer,7,21.06,AWS AI,0
Mumbai,IT,AI Researcher,11,31.33,ChatGPT,1
Delhi,Finance,Data Analyst,6,17.21,TensorFlow,0
Hyderabad,Healthcare,Data Analyst,5,12.04,PyTorch,1
Bangalore,EdTech,Data Scientist,4,13.58,TensorFlow,0
Chennai,Manufacturing,AI Researcher,7,22.99,PyTorch,1
Hyderabad,Finance,Data Analyst,11,26.27,TensorFlow,1
Hyderabad,IT,Data Analyst,10,24.63,Azure AI,1
Bangalore,Finance,Data Scientist,9,23.36,Scikit-learn,1
Chennai,Healthcare,AI Engineer,2,10.68,PyTorch,1
Delhi,Finance,Data Analyst,3,11.62,TensorFlow,1
Hyderabad,Finance,ML Engineer,8,25.32,PyTorch,0
Bangalore,Healthcare,ML Engineer,5,18.87,TensorFlow,1
Hyderabad,E-commerce,AI Researcher,6,25.34,AWS AI,1
Mumbai,E-commerce,Data Scientist,0,6.75,Azure AI,1
Delhi,Manufacturing,ML Engineer,7,22.69,AWS AI,1
Bangalore,Finance,AI Engineer,10,25.03,AWS AI,1
Mumbai,Healthcare,AI Researcher,11,31.25,Scikit-learn,1
Delhi,Finance,Data Analyst,9,25.05,PyTorch,1
Delhi,IT,ML Engineer,9,27.2,AWS AI,0
Chennai,IT,Data Analyst,6,16.04,ChatGPT,1
Hyderabad,E-commerce,AI Engineer,4,10.19,Azure AI,0
Bangalore,Manufacturing,ML Engineer,8,24.57,PyTorch,1
Bangalore,Healthcare,AI Researcher,6,22.52,Azure AI,1
Chennai,Manufacturing,AI Researcher,5,20.16,Azure AI,1
Hyderabad,Finance,Data Analyst,1,6.03,PyTorch,1
Pune,Finance,Data Analyst,7,21.5,Azure AI,0
Delhi,Healthcare,Data Scientist,1,8.97,ChatGPT,1
Bangalore,E-commerce,AI Researcher,8,27.1,PyTorch,1
Chennai,IT,ML Engineer,8,24.69,Scikit-learn,1
Chennai,EdTech,ML Engineer,8,22.46,TensorFlow,1
Hyderabad,EdTech,Data Analyst,9,22.0,TensorFlow,0
Chennai,Finance,Data Analyst,4,15.5,Azure AI,1
Delhi,Finance,ML Engineer,1,10.84,ChatGPT,1
Bangalore,Finance,Data Analyst,0,3.64,Scikit-learn,1
Pune,Finance,ML Engineer,0,4.93,AWS AI,0
Pune,Healthcare,AI Researcher,0,6.39,ChatGPT,1
Delhi,Healthcare,Data Analyst,10,24.45,Azure AI,1
Mumbai,Finance,Data Scientist,0,3.0,Azure AI,0
Hyderabad,IT,AI Engineer,0,3.37,TensorFlow,0
Delhi,Finance,Data Analyst,3,10.69,PyTorch,1
Delhi,Manufacturing,ML Engineer,5,21.71,TensorFlow,1
Pune,EdTech,Data Scientist,11,28.37,Scikit-learn,1
Mumbai,Manufacturing,ML Engineer,4,15.7,PyTorch,1
Delhi,Finance,Data Analyst,10,28.43,TensorFlow,0
Delhi,E-commerce,AI Engineer,8,24.22,Azure AI,1
Mumbai,EdTech,ML Engineer,3,10.05,PyTorch,0
Mumbai,Finance,Data Scientist,10,22.64,AWS AI,1
Pune,IT,ML Engineer,9,22.21,TensorFlow,1
Pune,Healthcare,Data Analyst,8,21.62,ChatGPT,0
Delhi,Manufacturing,ML Engineer,4,15.59,AWS AI,1
Bangalore,IT,AI Researcher,11,34.24,ChatGPT,0
Mumbai,EdTech,AI Engineer,3,10.88,ChatGPT,1
Chennai,Finance,Data Analyst,1,9.46,ChatGPT,1
Bangalore,EdTech,ML Engineer,9,26.27,PyTorch,1
Mumbai,E-commerce,AI Engineer,7,21.82,AWS AI,0
Hyderabad,EdTech,AI Engineer,0,6.58,PyTorch,1
Hyderabad,E-commerce,AI Engineer,4,12.52,PyTorch,1
Hyderabad,E-commerce,Data Analyst,5,14.65,Scikit-learn,1
Hyderabad,IT,Data Analyst,8,21.39,Azure AI,1
Mumbai,Healthcare,ML Engineer,9,25.69,ChatGPT,1
Pune,Finance,Data Analyst,9,21.28,TensorFlow,1
Hyderabad,IT,Data Scientist,9,23.78,ChatGPT,1
Bangalore,Healthcare,ML Engineer,10,29.65,Scikit-learn,0
Pune,IT,Data Analyst,11,28.24,AWS AI,1
Chennai,Healthcare,Data Scientist,2,4.74,Scikit-learn,1
Hyderabad,Finance,Data Scientist,11,26.46,AWS AI,1
Chennai,E-commerce,Data Scientist,7,21.22,PyTorch,0
Bangalore,Manufacturing,Data Analyst,8,21.33,ChatGPT,1
Pune,IT,AI Researcher,6,19.24,AWS AI,0
Chennai,Manufacturing,AI Researcher,3,14.43,AWS AI,1
Mumbai,Finance,ML Engineer,8,22.43,ChatGPT,1
Pune,Healthcare,AI Engineer,0,3.0,ChatGPT,1
Hyderabad,Manufacturing,AI Researcher,2,17.23,Scikit-learn,0
Mumbai,EdTech,ML Engineer,8,24.73,ChatGPT,1
Hyderabad,IT,AI Engineer,10,22.72,AWS AI,1
Pune,Healthcare,AI Engineer,1,7.92,Scikit-learn,1
Mumbai,IT,Data Analyst,0,7.6,TensorFlow,0
Delhi,Manufacturing,AI Researcher,8,28.45,Scikit-learn,0
Hyderabad,EdTech,Data Scientist,3,10.6,ChatGPT,1
Hyderabad,IT,ML Engineer,8,23.65,AWS AI,0
Pune,EdTech,AI Engineer,8,22.28,ChatGPT,1
Bangalore,Finance,Data Scientist,6,14.91,AWS AI,1
Bangalore,Finance,ML Engineer,9,25.95,Scikit-learn,1
Delhi,Healthcare,AI Engineer,7,16.21,ChatGPT,0
Chennai,EdTech,Data Analyst,6,15.79,TensorFlow,1
Hyderabad,EdTech,Data Scientist,3,14.29,Scikit-learn,0
Mumbai,Healthcare,AI Researcher,2,14.78,AWS AI,1
Hyderabad,Finance,AI Engineer,8,19.49,Azure AI,1
Chennai,E-commerce,Data Scientist,1,7.77,Azure AI,1
Delhi,IT,ML Engineer,6,18.82,TensorFlow,1
Chennai,EdTech,Data Analyst,6,15.05,PyTorch,1
Bangalore,Finance,Data Analyst,4,11.66,Azure AI,1
Chennai,Healthcare,Data Analyst,7,21.04,TensorFlow,0
Delhi,Finance,Data Scientist,0,3.0,TensorFlow,1
Mumbai,IT,ML Engineer,6,19.83,Azure AI,1
Hyderabad,Finance,Data Scientist,6,17.7,ChatGPT,1
Pune,IT,AI Researcher,7,23.06,Scikit-learn,1
Chennai,Healthcare,AI Researcher,11,31.36,PyTorch,1
Bangalore,EdTech,Data Analyst,5,16.09,Scikit-learn,1
Bangalore,Healthcare,ML Engineer,9,28.9,Azure AI,1
Delhi,EdTech,Data Analyst,5,16.88,Azure AI,1
Delhi,EdTech,AI Engineer,2,7.95,Scikit-learn,1
Hyderabad,Finance,Data Analyst,1,9.25,Azure AI,0
Delhi,IT,AI Researcher,11,33.39,PyTorch,1
Bangalore,Manufacturing,Data Scientist,8,22.43,TensorFlow,1
Mumbai,E-commerce,Data Scientist,10,26.59,ChatGPT,0
Mumbai,Finance,ML Engineer,7,23.59,TensorFlow,0
Mumbai,E-commerce,Data Scientist,0,4.83,TensorFlow,1
Pune,Manufacturing,Data Scientist,1,3.25,AWS AI,1
Chennai,EdTech,AI Engineer,10,25.05,PyTorch,1
Pune,IT,Data Analyst,9,22.47,TensorFlow,0
Hyderabad,Finance,ML Engineer,7,20.48,ChatGPT,1
Bangalore,Healthcare,Data Analyst,11,27.22,AWS AI,1
Hyderabad,Finance,Data Scientist,9,25.56,PyTorch,1
Bangalore,E-commerce,ML Engineer,10,27.47,Azure AI,1
Mumbai,Manufacturing,ML Engineer,10,28.38,ChatGPT,0
Pune,IT,AI Researcher,9,29.27,PyTorch,1
Pune,Healthcare,AI Researcher,0,12.33,TensorFlow,1
Delhi,E-commerce,AI Researcher,9,26.35,TensorFlow,0
Hyderabad,EdTech,ML Engineer,9,25.24,ChatGPT,1
Delhi,EdTech,Data Scientist,0,6.43,PyTorch,1
Bangalore,IT,Data Scientist,4,19.18,Scikit-learn,1
Bangalore,IT,Data Scientist,5,15.56,ChatGPT,0
Pune,Finance,AI Engineer,9,22.91,TensorFlow,1
Chennai,E-commerce,Data Analyst,0,3.0,Azure AI,1
Delhi,EdTech,Data Analyst,11,28.93,AWS AI,1
Hyderabad,Manufacturing,AI Engineer,0,3.65,Azure AI,1
Hyderabad,IT,Data Scientist,1,8.61,AWS AI,1
Chennai,Finance,AI Engineer,2,8.21,Azure AI,1
Bangalore,Healthcare,Data Analyst,10,22.18,Azure AI,0
Hyderabad,Healthcare,ML Engineer,4,16.73,Scikit-learn,1
Bangalore,EdTech,Data Analyst,10,28.2,PyTorch,0
Mumbai,Healthcare,AI Researcher,8,24.29,PyTorch,1
Delhi,IT,AI Engineer,0,11.2,Scikit-learn,1
Delhi,Manufacturing,AI Researcher,0,9.48,TensorFlow,0
Delhi,IT,Data Scientist,11,24.72,AWS AI,0
Mumbai,EdTech,AI Researcher,8,29.21,PyTorch,1
Bangalore,Healthcare,AI Engineer,11,23.58,AWS AI,1
Mumbai,EdTech,Data Scientist,2,7.69,AWS AI,0
Mumbai,IT,AI Researcher,1,15.67,AWS AI,1
