city,industry,role,experience_years,salary_lpa,primary_ai_tool,ai_adopted
Houston,EdTech,AI Engineer,5,13.8,TensorFlow,1
San Jose,E-commerce,AI Engineer,5,13.02,ChatGPT,0
Dallas,Manufacturing,AI Engineer,2,8.57,AWS AI,1
Houston,Healthcare,AI Engineer,7,22.02,Scikit-learn,1
Los Angeles,Finance,AI Engineer,3,12.84,TensorFlow,1
Phoenix,E-commerce,ML Engineer,10,26.21,ChatGPT,1
Los Angeles,IT,Data Analyst,2,10.23,Scikit-learn,0
Chicago,EdTech,AI Researcher,1,10.3,ChatGPT,1
Phoenix,E-commerce,Data Scientist,10,23.93,PyTorch,0
Phoenix,Finance,Data Analyst,3,12.01,PyTorch,1
Phoenix,Finance,Data Analyst,0,4.88,Azure AI,0
Los Angeles,EdTech,ML Engineer,5,21.01,ChatGPT,1
San Jose,IT,AI Researcher,3,18.66,Scikit-learn,1
Houston,Finance,ML Engineer,0,14.74,AWS AI,0
Dallas,Finance,AI Researcher,4,19.08,Scikit-learn,1
San Jose,Manufacturing,Data Analyst,6,19.77,PyTorch,1
New York,EdTech,AI Engineer,7,18.02,PyTorch,1
Dallas,Finance,Data Analyst,4,13.1,PyTorch,1
Phoenix,EdTech,ML Engineer,10,30.44,AWS AI,1
Dallas,Finance,Data Analyst,1,7.59,ChatGPT,1
San Antonio,E-commerce,AI Engineer,11,25.65,ChatGPT,1
Los Angeles,Finance,AI Researcher,1,13.22,ChatGPT,1
Houston,Healthcare,AI Engineer,5,15.89,ChatGPT,0
San Antonio,E-commerce,Data Analyst,6,18.67,Scikit-learn,1
San Antonio,Healthcare,AI Engineer,6,18.17,ChatGPT,1
Los Angeles,Manufacturing,Data Scientist,10,25.52,AWS AI,1
San Diego,Finance,AI Researcher,7,25.44,PyTorch,1
Los Angeles,EdTech,Data Analyst,3,8.43,AWS AI,1
New York,Healthcare,ML Engineer,2,13.03,Scikit-learn,1
Los Angeles,EdTech,Data Scientist,11,22.63,TensorFlow,1
Houston,IT,Data Scientist,0,6.16,AWS AI,1
New York,Finance,Data Analyst,6,15.95,PyTorch,0
San Diego,Healthcare,Data Scientist,4,15.49,TensorFlow,1
Chicago,Healthcare,Data Scientist,0,7.18,TensorFlow,1
Chicago,Manufacturing,Data Scientist,8,19.63,TensorFlow,1
Dallas,Healthcare,AI Researcher,9,30.85,Scikit-learn,1
New York,Finance,AI Engineer,3,11.99,Azure AI,1
San Antonio,E-commerce,AI Researcher,11,33.37,TensorFlow,1
Houston,Manufacturing,Data Scientist,9,20.41,TensorFlow,1
Los Angeles,Manufacturing,Data Analyst,2,8.49,Scikit-learn,1
Dallas,E-commerce,AI Researcher,3,17.5,ChatGPT,1
Houston,IT,ML Engineer,4,17.79,Scikit-learn,1
Philadelphia,IT,AI Researcher,2,15.79,PyTorch,1
Los Angeles,EdTech,Data Analyst,8,19.84,Azure AI,1
San Diego,Manufacturing,ML Engineer,7,22.63,Azure AI,1
Dallas,EdTech,AI Researcher,3,14.96,ChatGPT,1
San Jose,Manufacturing,Data Scientist,10,26.53,TensorFlow,1
New York,Manufacturing,Data Scientist,8,23.31,Azure AI,1
Philadelphia,IT,ML Engineer,2,12.0,Scikit-learn,1
Philadelphia,Finance,ML Engineer,11,32.12,ChatGPT,1
San Antonio,Healthcare,Data Scientist,1,7.89,PyTorch,1
Dallas,IT,AI Researcher,5,23.32,ChatGPT,1
Houston,IT,ML Engineer,11,31.77,PyTorch,1
Los Angeles,Manufacturing,Data Scientist,7,17.6,TensorFlow,1
Los Angeles,E-commerce,Data Scientist,4,15.64,ChatGPT,1
Chicago,EdTech,ML Engineer,5,17.86,PyTorch,1
Phoenix,Healthcare,Data Analyst,11,30.52,Azure AI,1
San Jose,Finance,Data Scientist,1,3.83,Azure AI,1
Philadelphia,IT,ML Engineer,11,29.3,AWS AI,1
Chicago,IT,Data Scientist,4,14.96,ChatGPT,1
Phoenix,Manufacturing,Data Scientist,5,16.36,ChatGPT,1
San Diego,IT,Data Scientist,10,24.92,TensorFlow,0
San Diego,E-commerce,AI Engineer,1,10.22,AWS AI,1
San Diego,Healthcare,Data Scientist,8,20.92,ChatGPT,1
San Diego,Finance,Data Scientist,9,24.68,TensorFlow,1
San Diego,EdTech,ML Engineer,9,25.78,ChatGPT,1
San Antonio,EdTech,ML Engineer,8,24.52,TensorFlow,0
Phoenix,Manufacturing,Data Scientist,6,19.07,AWS AI,1
Phoenix,Healthcare,ML Engineer,4,14.05,Azure AI,1
Los Angeles,Healthcare,Data Scientist,0,3.68,AWS AI,1
Chicago,E-commerce,Data Scientist,11,27.16,Azure AI,0
Phoenix,Finance,AI Researcher,2,14.03,TensorFlow,1
Los Angeles,Healthcare,Data Scientist,7,17.57,Scikit-learn,1
San Jose,Healthcare,AI Engineer,5,14.53,ChatGPT,1
San Jose,EdTech,AI Researcher,11,33.25,Azure AI,1
New York,Manufacturing,AI Engineer,0,8.39,AWS AI,1
San Jose,EdTech,Data Scientist,7,20.24,Scikit-learn,1
Phoenix,Manufacturing,ML Engineer,0,10.34,TensorFlow,1
Chicago,Healthcare,AI Engineer,0,4.85,Azure AI,1
Phoenix,Finance,AI Engineer,7,21.34,Scikit-learn,1
Dallas,IT,AI Engineer,9,24.09,TensorFlow,1
San Antonio,Finance,AI Researcher,2,17.78,Scikit-learn,1
San Jose,Finance,ML Engineer,9,23.74,TensorFlow,1
Houston,EdTech,AI Engineer,4,14.26,PyTorch,1
New York,Healthcare,Data Analyst,5,17.53,ChatGPT,1
San Diego,E-commerce,Data Analyst,0,4.39,PyTorch,1
Philadelphia,EdTech,Data Scientist,9,23.03,TensorFlow,1
Dallas,IT,Data Scientist,11,28.56,Azure AI,1
Philadelphia,EdTech,AI Researcher,11,31.99,ChatGPT,0
Los Angeles,IT,Data Scientist,9,24.3,PyTorch,1
Chicago,EdTech,AI Engineer,8,20.0,AWS AI,1
San Antonio,IT,AI Researcher,1,10.83,Azure AI,0
Phoenix,IT,AI Engineer,8,20.07,Azure AI,1
Philadelphia,Manufacturing,Data Analyst,10,24.51,TensorFlow,1
Philadelphia,E-commerce,AI Engineer,6,16.41,PyTorch,1
Dallas,EdTech,Data Analyst,0,4.19,TensorFlow,1
New York,Finance,AI Researcher,10,31.98,Azure AI,1
San Jose,E-commerce,Data Scientist,7,19.62,Azure AI,1
Houston,E-commerce,AI Researcher,1,13.57,TensorFlow,1
Phoenix,Healthcare,ML Engineer,11,30.65,TensorFlow,0
Dallas,Manufacturing,Data Analyst,6,19.03,ChatGPT,1
Chicago,E-commerce,Data Analyst,11,27.72,ChatGPT,1
Houston,Finance,Data Analyst,8,20.24,Scikit-learn,1
San Jose,E-commerce,AI Engineer,3,10.06,Scikit-learn,1
Houston,Manufacturing,AI Researcher,2,11.42,ChatGPT,0
Houston,IT,ML Engineer,7,21.04,Scikit-learn,1
San Diego,Healthcare,ML Engineer,5,17.04,ChatGPT,1
San Jose,E-commerce,Data Analyst,7,16.8,Azure AI,1
Chicago,E-commerce,AI Researcher,2,16.55,Azure AI,0
San Diego,IT,Data Scientist,11,27.76,PyTorch,1
Chicago,IT,AI Researcher,8,31.77,TensorFlow,1
Dallas,IT,AI Researcher,8,28.23,PyTorch,0
Los Angeles,Manufacturing,AI Researcher,11,33.14,TensorFlow,0
Los Angeles,E-commerce,AI Engineer,1,9.36,AWS AI,1
Houston,Finance,Data Scientist,11,26.25,TensorFlow,1
Phoenix,E-commerce,Data Analyst,8,20.29,TensorFlow,1
San Jose,Finance,Data Scientist,0,4.27,Azure AI,1
Los Angeles,Finance,Data Analyst,1,4.3,TensorFlow,1
Los Angeles,Finance,Data Scientist,11,29.88,PyTorch,1
San Antonio,EdTech,Data Analyst,9,24.23,Scikit-learn,1
New York,EdTech,AI Engineer,0,5.5,TensorFlow,1
San Jose,Healthcare,AI Engineer,3,10.94,PyTorch,0
Los Angeles,Finance,AI Researcher,1,12.88,TensorFlow,1
Los Angeles,Manufacturing,ML Engineer,8,23.36,AWS AI,1
Los Angeles,Healthcare,ML Engineer,9,26.54,AWS AI,1
San Antonio,E-commerce,AI Engineer,1,8.09,Scikit-learn,1
San Jose,Healthcare,AI Engineer,2,10.3,TensorFlow,0
New York,E-commerce,Data Scientist,3,12.38,PyTorch,1
Los Angeles,Healthcare,AI Researcher,7,24.7,AWS AI,1
Houston,Healthcare,Data Scientist,4,9.76,TensorFlow,0
Chicago,EdTech,AI Engineer,9,22.64,TensorFlow,1
San Antonio,Manufacturing,Data Analyst,2,8.16,AWS AI,1
Dallas,E-commerce,Data Scientist,1,7.45,Azure AI,1
San Antonio,E-commerce,Data Analyst,8,20.26,PyTorch,0
Philadelphia,Healthcare,ML Engineer,0,7.95,AWS AI,1
Los Angeles,EdTech,ML Engineer,1,13.58,Scikit-learn,1
Dallas,Manufacturing,Data Scientist,9,23.06,PyTorch,1
Los Angeles,Manufacturing,ML Engineer,6,21.03,TensorFlow,1
Phoenix,IT,ML Engineer,1,10.93,Azure AI,1
Los Angeles,EdTech,Data Scientist,10,24.17,TensorFlow,1
Dallas,Finance,ML Engineer,11,32.33,TensorFlow,1
Los Angeles,Finance,AI Engineer,11,25.77,Scikit-learn,1
Chicago,Finance,AI Researcher,8,26.65,Azure AI,1
Dallas,EdTech,ML Engineer,10,29.26,PyTorch,1
New York,Manufacturing,ML Engineer,11,28.53,Azure AI,1
Phoenix,EdTech,AI Researcher,8,27.28,Scikit-learn,1
Chicago,E-commerce,Data Analyst,6,18.25,TensorFlow,1
San Antonio,EdTech,Data Scientist,11,28.56,Scikit-learn,0
San Antonio,Manufacturing,ML Engineer,10,30.99,Scikit-learn,1
Phoenix,IT,Data Scientist,3,10.29,Scikit-learn,0
San Jose,Healthcare,AI Engineer,9,21.85,AWS AI,1
New York,IT,Data Analyst,3,14.0,TensorFlow,1
Los Angeles,E-commerce,Data Analyst,6,19.95,Azure AI,1
Houston,EdTech,Data Scientist,11,28.13,AWS AI,0
Philadelphia,Finance,AI Engineer,0,5.32,TensorFlow,1
Dallas,EdTech,AI Researcher,5,20.23,PyTorch,1
Los Angeles,Finance,Data Scientist,1,7.13,PyTorch,1
Chicago,Finance,AI Engineer,3,14.11,ChatGPT,0
Philadelphia,Healthcare,AI Engineer,2,9.0,PyTorch,1
Los Angeles,EdTech,Data Scientist,2,8.78,PyTorch,1
Los Angeles,EdTech,AI Engineer,6,17.97,TensorFlow,0
San Antonio,EdTech,Data Analyst,10,27.06,ChatGPT,1
Dallas,Healthcare,AI Researcher,3,16.66,PyTorch,1
New York,Finance,Data Analyst,8,20.58,TensorFlow,0
Chicago,IT,AI Engineer,10,21.47,AWS AI,1
San Diego,Finance,Data Scientist,2,11.99,AWS AI,1
Los Angeles,E-commerce,ML Engineer,7,26.59,ChatGPT,0
San Jose,Healthcare,Data Analyst,8,24.46,PyTorch,1
San Antonio,Manufacturing,Data Analyst,1,8.6,Azure AI,1
Los Angeles,IT,Data Scientist,9,20.36,Azure AI,1
New York,EdTech,Data Scientist,6,19.58,Scikit-learn,1
Dallas,Manufacturing,Data Scientist,10,23.29,PyTorch,1
Chicago,Healthcare,Data Scientist,3,11.89,AWS AI,0
San Jose,EdTech,AI Engineer,6,16.84,AWS AI,1
New York,E-commerce,Data Scientist,10,24.77,AWS AI,0
Dallas,Healthcare,AI Engineer,6,17.59,Scikit-learn,1
Chicago,Healthcare,Data Scientist,10,24.77,AWS AI,1
Chicago,IT,Data Analyst,6,14.34,Scikit-learn,1
San Antonio,Finance,Data Analyst,4,10.77,PyTorch,1
Houston,Finance,Data Scientist,2,9.78,PyTorch,1
San Diego,EdTech,AI Engineer,2,11.28,AWS AI,1
San Diego,EdTech,AI Engineer,4,15.43,ChatGPT,1
New York,E-commerce,AI Engineer,6,18.0,ChatGPT,0
Houston,E-commerce,Data Scientist,11,27.85,Scikit-learn,1
Phoenix,Healthcare,ML Engineer,9,27.89,PyTorch,1
New York,EdTech,ML Engineer,8,24.18,AWS AI,1
San Jose,IT,AI Engineer,8,22.57,TensorFlow,1
Dallas,Finance,AI Engineer,9,19.45,Azure AI,1
Philadelphia,Healthcare,Data Analyst,10,24.46,AWS AI,0
San Jose,Manufacturing,AI Engineer,3,9.98,Azure AI,0
Chicago,Finance,Data Scientist,11,30.6,TensorFlow,1
San Antonio,EdTech,Data Scientist,2,9.44,TensorFlow,0
Dallas,Finance,Data Analyst,3,10.67,AWS AI,1
San Antonio,Finance,ML Engineer,2,13.23,AWS AI,0
Los Angeles,E-commerce,Data Scientist,9,22.32,ChatGPT,1
Philadelphia,EdTech,Data Scientist,1,3.19,Azure AI,1
San Antonio,IT,ML Engineer,2,13.21,TensorFlow,1
Philadelphia,EdTech,ML Engineer,2,10.58,Scikit-learn,1
New York,EdTech,AI Engineer,10,23.38,AWS AI,1
Los Angeles,IT,ML Engineer,5,18.07,PyTorch,1
Dallas,Finance,Data Scientist,2,9.99,Azure AI,0
San Jose,Finance,AI Engineer,7,19.87,PyTorch,1
Philadelphia,Finance,AI Engineer,3,8.65,Scikit-learn,1
New York,EdTech,AI Researcher,6,22.89,PyTorch,1
Los Angeles,Healthcare,Data Scientist,7,14.52,Scikit-learn,1
Chicago,IT,AI Engineer,9,22.08,PyTorch,1
San Antonio,IT,Data Analyst,11,26.27,TensorFlow,0
Philadelphia,IT,AI Researcher,2,12.0,PyTorch,1
San Antonio,E-commerce,Data Analyst,5,20.95,TensorFlow,0
Philadelphia,Finance,Data Scientist,3,11.39,Scikit-learn,1
New York,EdTech,Data Scientist,5,16.89,PyTorch,1
San Jose,Finance,ML Engineer,3,12.83,ChatGPT,1
Philadelphia,IT,Data Analyst,7,18.72,TensorFlow,1
San Diego,Healthcare,ML Engineer,11,32.67,PyTorch,1
San Antonio,Healthcare,AI Engineer,7,19.92,PyTorch,0
Los Angeles,IT,ML Engineer,6,17.73,Azure AI,0
Los Angeles,EdTech,Data Scientist,8,22.77,PyTorch,1
Los Angeles,E-commerce,AI Engineer,0,7.99,TensorFlow,0
Chicago,IT,Data Analyst,5,15.95,TensorFlow,1
San Jose,Manufacturing,Data Scientist,5,13.79,PyTorch,0
New York,Finance,AI Researcher,6,21.39,Azure AI,1
San Diego,EdTech,AI Engineer,8,23.11,Azure AI,1
Dallas,IT,AI Engineer,9,23.59,TensorFlow,0
Houston,Healthcare,AI Researcher,0,12.42,PyTorch,1
Phoenix,Finance,Data Scientist,4,13.2,AWS AI,1
San Antonio,Manufacturing,Data Scientist,1,8.82,Azure AI,0
New York,Manufacturing,Data Analyst,9,23.14,AWS AI,1
Houston,Finance,Data Scientist,10,29.11,Scikit-learn,1
San Jose,Manufacturing,AI Researcher,10,27.97,PyTorch,1
Philadelphia,IT,Data Scientist,1,8.21,TensorFlow,1
New York,Manufacturing,AI Engineer,7,17.07,AWS AI,1
New York,Manufacturing,Data Scientist,1,6.46,Azure AI,1
Phoenix,EdTech,Data Scientist,4,10.88,Azure AI,1
San Antonio,E-commerce,Data Analyst,0,3.15,PyTorch,1
San Jose,Finance,ML Engineer,1,8.17,ChatGPT,1
Philadelphia,Healthcare,ML Engineer,4,18.78,Scikit-learn,1
New York,Finance,AI Researcher,4,15.42,AWS AI,1
Philadelphia,Manufacturing,AI Researcher,8,28.26,Scikit-learn,1
San Jose,IT,Data Analyst,10,23.73,Scikit-learn,0
Houston,Manufacturing,ML Engineer,8,27.23,Scikit-learn,1
Dallas,IT,Data Analyst,2,7.22,PyTorch,0
Chicago,Manufacturing,ML Engineer,2,13.86,Scikit-learn,1
New York,EdTech,Data Scientist,9,25.99,ChatGPT,1
San Jose,Healthcare,Data Analyst,11,26.89,PyTorch,0
Philadelphia,IT,AI Engineer,1,9.22,ChatGPT,1
New York,E-commerce,Data Analyst,9,20.07,TensorFlow,0
Los Angeles,IT,AI Engineer,4,16.34,PyTorch,1
Phoenix,EdTech,AI Researcher,6,24.71,AWS AI,1
Phoenix,E-commerce,Data Scientist,8,18.94,Scikit-learn,0
Chicago,Finance,AI Engineer,4,13.73,Azure AI,1
San Antonio,Manufacturing,ML Engineer,9,26.64,AWS AI,1
Phoenix,E-commerce,AI Engineer,8,18.47,ChatGPT,1
Philadelphia,Manufacturing,AI Engineer,1,7.65,Scikit-learn,0
Philadelphia,Healthcare,AI Researcher,10,30.73,Scikit-learn,1
New York,E-commerce,AI Engineer,5,14.05,AWS AI,1
Houston,E-commerce,AI Engineer,5,18.27,PyTorch,1
Chicago,Finance,AI Engineer,0,5.97,ChatGPT,1
Philadelphia,Finance,Data Scientist,5,15.4,PyTorch,1
Dallas,Manufacturing,AI Researcher,3,17.39,Azure AI,1
Dallas,E-commerce,AI Researcher,10,32.75,ChatGPT,1
Philadelphia,Manufacturing,Data Scientist,5,15.35,ChatGPT,0
Phoenix,Healthcare,Data Scientist,8,24.19,Azure AI,0
San Jose,E-commerce,AI Researcher,8,31.41,TensorFlow,1
Chicago,Finance,AI Engineer,10,22.98,ChatGPT,0
New York,Healthcare,AI Researcher,3,13.56,Scikit-learn,1
Los Angeles,EdTech,ML Engineer,7,22.22,TensorFlow,1
San Diego,Manufacturing,Data Scientist,6,15.01,AWS AI,1
Dallas,Finance,AI Researcher,2,14.35,TensorFlow,1
San Diego,E-commerce,Data Analyst,7,15.68,Azure AI,1
San Jose,Healthcare,Data Scientist,7,16.27,PyTorch,1
Dallas,Finance,AI Engineer,4,14.7,TensorFlow,1
Los Angeles,IT,ML Engineer,10,29.46,AWS AI,1
Chicago,E-commerce,Data Scientist,3,9.7,Azure AI,1
San Diego,Healthcare,AI Engineer,5,13.06,PyTorch,0
San Antonio,Finance,AI Researcher,7,26.63,TensorFlow,1
Houston,Manufacturing,ML Engineer,5,18.14,PyTorch,1
Chicago,E-commerce,AI Engineer,3,10.97,Azure AI,1
Dallas,E-commerce,Data Analyst,8,20.56,PyTorch,1
Dallas,EdTech,AI Engineer,0,5.06,AWS AI,1
New York,IT,Data Analyst,0,6.24,TensorFlow,1
Dallas,IT,Data Analyst,11,24.95,PyTorch,1
Dallas,Healthcare,Data Analyst,3,11.4,PyTorch,1
San Antonio,Healthcare,Data Scientist,5,17.28,Scikit-learn,0
San Jose,Finance,Data Scientist,7,19.05,PyTorch,1
Los Angeles,EdTech,AI Researcher,0,11.42,TensorFlow,0
Houston,EdTech,Data Analyst,3,7.47,TensorFlow,0
San Antonio,Manufacturing,Data Scientist,0,3.97,TensorFlow,1
Los Angeles,Finance,Data Analyst,1,8.06,Scikit-learn,1
Houston,EdTech,Data Scientist,7,19.72,Azure AI,0
San Antonio,Manufacturing,ML Engineer,11,30.11,TensorFlow,1
Chicago,Finance,ML Engineer,8,22.02,ChatGPT,0
Houston,EdTech,ML Engineer,4,13.02,AWS AI,1
San Diego,E-commerce,ML Engineer,0,6.27,Scikit-learn,1
Dallas,Manufacturing,Data Analyst,1,6.74,TensorFlow,1
San Jose,E-commerce,AI Engineer,1,7.86,TensorFlow,0
San Antonio,IT,AI Researcher,2,14.77,AWS AI,1
San Diego,Finance,Data Scientist,7,21.88,PyTorch,0
Philadelphia,IT,AI Researcher,11,30.49,Scikit-learn,1
San Diego,Finance,AI Researcher,0,9.45,TensorFlow,1
New York,Healthcare,AI Engineer,11,27.36,AWS AI,1
San Diego,E-commerce,Data Scientist,1,7.41,ChatGPT,1
Houston,Finance,Data Analyst,2,8.88,AWS AI,0
Dallas,IT,AI Researcher,9,29.22,PyTorch,1
Chicago,Finance,Data Analyst,1,10.9,AWS AI,1
Los Angeles,EdTech,Data Scientist,6,19.59,PyTorch,0
Phoenix,Manufacturing,AI Researcher,8,29.27,ChatGPT,1
Phoenix,IT,Data Scientist,4,10.11,Azure AI,1
San Jose,Manufacturing,AI Researcher,9,32.29,Azure AI,0
Los Angeles,E-commerce,Data Analyst,0,3.0,AWS AI,1
San Antonio,Healthcare,Data Analyst,1,7.54,ChatGPT,1
Philadelphia,E-commerce,Data Analyst,4,14.9,ChatGPT,1
Houston,EdTech,AI Researcher,11,33.64,Azure AI,1
San Antonio,E-commerce,Data Scientist,3,11.06,PyTorch,1
Philadelphia,Healthcare,AI Engineer,0,8.11,PyTorch,1
Phoenix,Manufacturing,Data Scientist,7,18.28,ChatGPT,1
Houston,Finance,AI Researcher,4,20.66,TensorFlow,0
Chicago,Finance,Data Scientist,6,18.49,Scikit-learn,1
Philadelphia,Healthcare,AI Engineer,10,23.67,Azure AI,1
San Jose,E-commerce,Data Scientist,3,8.75,Azure AI,1
Chicago,Finance,Data Scientist,9,22.29,TensorFlow,1
Phoenix,Healthcare,ML Engineer,7,23.76,AWS AI,1
Houston,E-commerce,AI Engineer,1,6.01,AWS AI,0
Chicago,E-commerce,ML Engineer,3,12.42,PyTorch,0
Chicago,Healthcare,AI Researcher,4,18.1,ChatGPT,1
Houston,Finance,AI Researcher,6,23.61,TensorFlow,1
Philadelphia,Manufacturing,Data Analyst,4,11.6,AWS AI,1
New York,Finance,Data Scientist,0,3.0,ChatGPT,1
New York,EdTech,Data Analyst,3,12.22,ChatGPT,1
San Antonio,Healthcare,Data Scientist,8,19.71,AWS AI,1
San Diego,EdTech,AI Engineer,8,22.95,Azure AI,1
San Antonio,EdTech,AI Engineer,5,13.7,ChatGPT,1
San Antonio,EdTech,ML Engineer,10,27.04,Scikit-learn,1
San Diego,Manufacturing,Data Analyst,10,22.64,PyTorch,1
New York,IT,AI Engineer,3,11.15,Scikit-learn,1
Los Angeles,E-commerce,AI Researcher,2,17.38,PyTorch,0
Dallas,IT,AI Engineer,4,17.21,PyTorch,1
San Antonio,Finance,AI Researcher,8,27.84,PyTorch,1
Los Angeles,Manufacturing,ML Engineer,5,21.15,ChatGPT,0
New York,Healthcare,Data Analyst,1,4.93,ChatGPT,1
Dallas,Healthcare,AI Researcher,7,26.19,AWS AI,0
Dallas,Manufacturing,ML Engineer,4,16.35,ChatGPT,1
San Diego,Manufacturing,ML Engineer,3,16.42,Scikit-learn,1
Dallas,Healthcare,ML Engineer,10,28.55,Azure AI,1
New York,E-commerce,AI Researcher,11,32.09,AWS AI,1
New York,E-commerce,Data Analyst,5,14.29,ChatGPT,1
Phoenix,Manufacturing,ML Engineer,0,4.98,Scikit-learn,1
San Diego,Finance,AI Engineer,10,23.84,AWS AI,1
Chicago,Healthcare,AI Engineer,11,28.94,PyTorch,1
San Diego,E-commerce,ML Engineer,11,30.34,ChatGPT,1
Phoenix,Healthcare,Data Scientist,11,21.53,TensorFlow,1
Houston,Healthcare,AI Engineer,3,10.97,PyTorch,1
Dallas,Finance,Data Scientist,11,28.33,ChatGPT,1
San Diego,Healthcare,Data Scientist,6,15.51,Scikit-learn,1
Los Angeles,Finance,ML Engineer,10,27.29,AWS AI,1
Chicago,Manufacturing,ML Engineer,5,19.88,Scikit-learn,1
Philadelphia,EdTech,AI Researcher,5,21.57,Scikit-learn,1
San Antonio,Healthcare,Data Analyst,6,14.25,Scikit-learn,1
Philadelphia,Finance,ML Engineer,3,18.95,AWS AI,1
Philadelphia,Healthcare,AI Engineer,7,19.22,Azure AI,1
San Jose,Healthcare,ML Engineer,4,16.1,AWS AI,1
Philadelphia,Finance,ML Engineer,10,31.25,TensorFlow,1
San Jose,E-commerce,Data Scientist,2,10.76,TensorFlow,1
Philadelphia,Manufacturing,ML Engineer,5,15.55,TensorFlow,0
Houston,Healthcare,ML Engineer,10,29.15,Scikit-learn,0
Dallas,EdTech,Data Analyst,2,8.39,Azure AI,1
Los Angeles,Healthcare,Data Analyst,8,21.37,TensorFlow,1
Los Angeles,Manufacturing,Data Analyst,8,21.08,PyTorch,0
Philadelphia,Manufacturing,ML Engineer,5,20.77,Azure AI,1
Phoenix,Finance,Data Scientist,4,16.75,Azure AI,1
Houston,IT,AI Researcher,8,27.72,ChatGPT,1
New York,EdTech,Data Analyst,6,12.47,Scikit-learn,1
Los Angeles,E-commerce,Data Analyst,2,9.13,AWS AI,1
San Diego,EdTech,AI Engineer,0,4.19,TensorFlow,1
San Jose,EdTech,Data Analyst,11,28.88,PyTorch,1
Houston,IT,ML Engineer,5,21.06,Azure AI,1
Phoenix,Finance,Data Scientist,8,20.79,Scikit-learn,1
Los Angeles,Manufacturing,Data Analyst,2,6.82,Scikit-learn,1
Dallas,Healthcare,ML Engineer,10,30.56,ChatGPT,1
Phoenix,EdTech,Data Scientist,9,23.59,PyTorch,1
Philadelphia,Manufacturing,Data Scientist,8,21.63,AWS AI,1
Dallas,Manufacturing,AI Engineer,5,12.83,Scikit-learn,1
Phoenix,Healthcare,AI Engineer,3,9.6,TensorFlow,1
Philadelphia,E-commerce,Data Analyst,11,25.71,AWS AI,1
Houston,EdTech,Data Scientist,6,17.21,TensorFlow,1
New York,EdTech,AI Engineer,1,7.87,Scikit-learn,1
San Jose,EdTech,Data Analyst,1,9.74,Scikit-learn,0
Los Angeles,Healthcare,AI Researcher,1,10.8,Scikit-learn,0
Chicago,EdTech,Data Analyst,5,14.22,PyTorch,1
Los Angeles,E-commerce,AI Researcher,7,26.16,PyTorch,1
Philadelphia,E-commerce,AI Engineer,6,18.48,ChatGPT,1
San Diego,Healthcare,ML Engineer,3,14.94,ChatGPT,0
Los Angeles,Manufacturing,Data Scientist,9,21.09,Scikit-learn,1
Dallas,Finance,Data Analyst,6,17.28,TensorFlow,1
Philadelphia,Healthcare,Data Analyst,6,17.13,PyTorch,1
Dallas,E-commerce,AI Researcher,3,15.99,TensorFlow,1
San Jose,Finance,ML Engineer,8,25.18,TensorFlow,1
San Jose,IT,Data Analyst,10,23.96,Scikit-learn,1
Chicago,EdTech,Data Scientist,1,4.92,TensorFlow,1
Chicago,EdTech,ML Engineer,6,20.44,TensorFlow,0
Houston,E-commerce,AI Engineer,0,3.0,AWS AI,0
Chicago,Healthcare,ML Engineer,8,23.63,Azure AI,1
New York,Finance,Data Analyst,11,27.77,Scikit-learn,1
New York,IT,Data Scientist,2,7.76,Azure AI,1
Phoenix,IT,AI Engineer,1,8.98,PyTorch,1
Philadelphia,E-commerce,Data Scientist,5,16.59,Azure AI,1
Los Angeles,Healthcare,AI Engineer,6,15.3,AWS AI,0
Phoenix,Manufacturing,Data Analyst,0,6.3,ChatGPT,1
San Diego,Manufacturing,Data Analyst,9,24.08,PyTorch,0
Chicago,IT,Data Analyst,5,14.35,ChatGPT,1
Phoenix,Finance,AI Engineer,3,11.11,Azure AI,1
Houston,Healthcare,Data Analyst,10,25.59,ChatGPT,1
Houston,Healthcare,AI Researcher,8,25.23,PyTorch,1
San Diego,IT,AI Researcher,11,35.31,Azure AI,1
San Jose,Finance,ML Engineer,7,19.91,Scikit-learn,1
Los Angeles,IT,AI Researcher,6,26.12,Scikit-learn,1
Los Angeles,IT,Data Analyst,4,13.23,TensorFlow,1
Houston,E-commerce,AI Researcher,6,19.82,AWS AI,1
Philadelphia,E-commerce,AI Researcher,6,22.56,Scikit-learn,1
San Antonio,Finance,Data Analyst,8,21.17,AWS AI,0
San Jose,Healthcare,Data Analyst,0,3.36,AWS AI,1
San Antonio,Manufacturing,AI Researcher,9,29.2,AWS AI,1
Houston,IT,Data Scientist,0,5.66,Azure AI,1
Houston,Manufacturing,Data Scientist,10,24.63,Scikit-learn,0
Chicago,E-commerce,Data Analyst,0,4.68,ChatGPT,1
San Jose,E-commerce,Data Scientist,10,21.27,PyTorch,0
Philadelphia,EdTech,Data Scientist,0,6.97,Azure AI,0
Philadelphia,E-commerce,ML Engineer,8,24.73,AWS AI,1
Dallas,Healthcare,Data Scientist,9,21.57,Scikit-learn,1
Dallas,E-commerce,ML Engineer,7,21.07,Scikit-learn,1
Philadelphia,EdTech,Data Analyst,3,9.53,AWS AI,0
Chicago,Healthcare,AI Engineer,0,4.4,AWS AI,1
Los Angeles,E-commerce,Data Scientist,8,21.61,ChatGPT,1
Los Angeles,EdTech,ML Engineer,2,13.18,ChatGPT,1
